"Time","Gx","Gy","Gz","Ax","Ay","Az","ts"
1598551336262,-17.77649,25.86365,-17.86804,-0.13513,0.00781,0.06274,17315642,unknown
1598551336278,-24.52087,-46.56982,-18.29529,-0.10425,-0.00427,0.05859,17315658,swing up
1598551336293,-33.90503,-131.39343,-22.30835,-0.13342,-0.02026,0.08325,17315673,swing up
1598551336309,-39.97803,-176.49841,-27.08435,-0.17847,-0.02893,0.1156,17315689,swing up
1598551336325,-53.11584,-276.15356,-41.18347,-0.35364,-0.00098,0.21033,17315705,swing up
1598551336341,-59.34143,-331.66504,-49.37744,-0.6709,0.03259,0.36401,17315721,swing up
1598551336356,-73.71521,-447.47925,-64.25476,-0.89062,0.04639,0.46033,17315736,swing up
1598551336372,-90.28625,-500,-73.349,-1.42517,0.06726,0.69751,17315751,swing up
1598551336387,-99.83826,-499.34387,-74.3103,-1.78394,0.09875,0.83594,17315767,swing up
1598551336403,-115.75317,-500,-64.59045,-2.75806,0.28735,1.09009,17315782,swing up
1598551336418,-117.34009,-499.98474,-56.1676,-3.32861,0.40576,1.17847,17315798,swing up
1598551336444,-107.23877,-500,-38.00964,-4,0.60999,1.17847,17315813,swing up
1598551336449,-97.00012,-500,-27.6947,-3.99768,0.70642,1.10413,17315829,swing up
1598551336465,-74.96643,-500,-8.65173,-4,0.77271,0.84485,17315844,swing up
1598551336479,-65.30762,-500,-6.71387,-3.99988,0.68579,0.50293,17315859,swing up
1598551336497,-45.24231,-406.61621,-14.93835,-4,0.58435,0.3468,17315875,swing up
1598551336511,-28.33557,-273.04077,-27.37427,-3.62146,0.41821,0.15125,17315890,swing up
1598551336526,-22.58301,-224.5636,-32.2113,-3.25537,0.38098,0.12146,17315906,swing up
1598551336549,-15.44189,-179.03137,-39.94751,-2.82373,0.34534,0.12244,17315921,swing up
1598551336562,-14.67896,-183.45642,-43.24341,-2.63232,0.32874,0.14575,17315937,swing up
1598551336572,-16.05225,-241.21094,-46.11206,-2.36914,0.30237,0.20984,17315952,swing up
1598551336588,-17.73071,-280.71594,-44.12842,-2.23096,0.26672,0.26636,17315968,swing up
1598551336603,-22.15576,-346.32874,-33.17261,-2.20044,0.26123,0.28992,17315983,swing up
1598551336619,-23.07129,-387.23755,-17.79175,-2.19922,0.26062,0.31836,17315998,swing up
1598551336635,-22.12524,-398.02551,-10.04028,-2.21094,0.25415,0.323,17316015,swing up
1598551336651,-17.77649,-402.66418,3.40271,-2.26648,0.24719,0.3092,17316030,swing up
1598551336666,-15.25879,-397.3999,8.88062,-2.24939,0.20935,0.25122,17316046,swing up
1598551336681,-13.06152,-370.08667,16.31165,-2.16492,0.18799,0.21582,17316061,swing up
1598551336698,-13.24463,-330.50537,18.9209,-1.92908,0.15198,0.14075,17316077,swing up
1598551336712,-14.09912,-309.64661,18.98193,-1.80469,0.13196,0.10754,17316092,swing up
1598551336729,-17.60864,-269.53125,18.23425,-1.54858,0.09692,0.05823,17316108,swing up
1598551336744,-19.53125,-251.5564,17.60864,-1.42236,0.07886,0.03809,17316124,swing up
1598551336760,-24.88708,-220.2301,14.90784,-1.16052,0.04565,0.00647,17316140,swing up
1598551336775,-28.70178,-207.50427,12.51221,-0.92566,0.01672,-0.00781,17316155,swing up
1598551336791,-36.62109,-187.21008,7.69043,-0.82117,-0.00085,-0.01404,17316171,swing up
1598551336808,-45.37964,-174.25537,2.97546,-0.61877,-0.04028,-0.02539,17316186,swing up
1598551336824,-51.19324,-170.36438,1.09863,-0.53455,-0.05017,-0.02808,17316201,swing up
1598551336837,-62.17957,-164.7644,-1.43433,-0.38257,-0.05664,-0.03833,17316217,swing up
1598551336853,-66.90979,-162.44507,-2.2583,-0.27673,-0.03357,-0.05359,17316233,swing up
1598551336869,-72.29614,-155.53284,-2.5177,-0.23914,-0.01904,-0.05786,17316248,swing up
1598551336884,-71.64001,-143.29529,-0.18311,-0.17188,0.01404,-0.07715,17316264,swing up
1598551336899,-69.0155,-135.62012,1.31226,-0.13306,0.02539,-0.08618,17316279,swing up
1598551336915,-61.41663,-119.67468,3.86047,-0.05762,0.03442,-0.10938,17316295,swing up
1598551336930,-56.57959,-110.22949,4.83704,-0.02844,0.03955,-0.11792,17316310,swing up
1598551336946,-43.60962,-88.13477,8.92639,0.0647,0.04663,-0.13782,17316326,swing up
1598551336961,-35.79712,-78.33862,11.77979,0.15466,0.02686,-0.15625,17316341,swing up
1598551336978,-20.46204,-62.68311,16.3269,0.19165,0.01074,-0.16101,17316356,swing up
1598551336992,-13.77869,-56.54907,17.1051,0.22046,-0.0271,-0.17041,17316372,swing up
1598551337007,-2.74658,-45.12024,17.71545,0.21619,-0.03271,-0.17883,17316387,swing up
1598551337023,7.40051,-30.65491,18.61572,0.22791,-0.0426,-0.19727,17316403,swing up
1598551337038,12.52747,-21.65222,19.01245,0.23755,-0.05823,-0.19763,17316418,swing down
1598551337055,21.63696,-1.06812,18.50891,0.25989,-0.10229,-0.19617,17316434,swing down
1598551337069,24.50562,8.5907,17.01355,0.26001,-0.12061,-0.18604,17316449,swing down
1598551337084,27.20642,24.32251,12.39014,0.26086,-0.14429,-0.16235,17316464,swing down
1598551337100,27.32849,29.86145,9.73511,0.2533,-0.1532,-0.14807,17316480,swing down
1598551337115,25.97046,38.3606,4.80652,0.23938,-0.15356,-0.14661,17316495,swing down
1598551337132,23.81897,47.16492,1.14441,0.1958,-0.13806,-0.13086,17316511,swing down
1598551337147,23.11707,52.45972,-0.83923,0.16431,-0.12903,-0.12561,17316527,swing down
1598551337163,22.84241,63.87329,-4.18091,0.1123,-0.10535,-0.11157,17316543,swing down
1598551337178,23.28491,69.59534,-5.7373,0.05151,-0.09009,-0.09229,17316558,swing down
1598551337193,25.60425,80.85632,-8.5144,0.01843,-0.07764,-0.08386,17316573,swing down
1598551337209,29.57153,91.6748,-11.94763,-0.0625,-0.05554,-0.06531,17316589,swing down
1598551337225,32.22656,97.03064,-13.93127,-0.10388,-0.04932,-0.05688,17316604,swing down
1598551337240,37.62817,107.17773,-18.63098,-0.19775,-0.03809,-0.04712,17316620,swing down
1598551337256,39.85596,112.54883,-20.96558,-0.24268,-0.03516,-0.03796,17316635,swing down
1598551337273,43.07556,124.40491,-24.90234,-0.3418,-0.02136,-0.02271,17316651,swing down
1598551337286,44.38782,131.13403,-26.13831,-0.46338,-0.00281,-0.00647,17316666,swing down
1598551337302,46.46301,146.92688,-26.62659,-0.53503,0.00439,0.00256,17316682,swing down
1598551337318,46.50879,167.78564,-24.94812,-0.70386,0.01929,0.02161,17316697,swing down
1598551337333,46.00525,180.35889,-23.6969,-0.79211,0.03394,0.0365,17316713,swing down
1598551337349,45.41016,208.20618,-19.48547,-0.97949,0.06067,0.07288,17316729,swing down
1598551337367,45.30334,223.09875,-16.86096,-1.16052,0.08643,0.11353,17316745,swing down
1598551337381,46.06628,254.65393,-11.93237,-1.24658,0.09595,0.13867,17316760,swing down
1598551337396,46.40198,271.28601,-9.552,-1.43469,0.10974,0.19641,17316776,swing down
1598551337411,45.34912,305.49622,-2.56348,-1.51355,0.12061,0.22559,17316791,swing down
1598551337427,44.76929,333.14514,5.37109,-1.6543,0.14417,0.2804,17316806,swing down
1598551337443,44.78455,342.25464,7.61414,-1.71399,0.15869,0.30457,17316822,swing down
1598551337457,46.12732,348.55652,4.68445,-1.80774,0.19202,0.33142,17316837,swing down
1598551337474,46.37146,345.64209,1.60217,-1.85864,0.2019,0.33179,17316853,swing down
1598551337490,44.69299,330.41382,-4.18091,-1.99048,0.20422,0.32031,17316868,swing down
1598551337506,43.45703,321.06018,-6.04248,-2.1554,0.23169,0.30176,17316883,swing down
1598551337530,43.47229,303.42102,-9.38416,-2.21667,0.24768,0.29077,17316899,swing down
1598551337537,45.578,283.63037,-14.09912,-2.33179,0.27979,0.26184,17316914,swing down
1598551337555,46.21887,272.55249,-15.53345,-2.44141,0.28748,0.24805,17316930,swing down
1598551337567,45.19653,255.8136,-17.47131,-2.71863,0.29602,0.22107,17316945,swing down
1598551337587,43.18237,252.48718,-18.15796,-2.85046,0.31775,0.21619,17316961,swing down
1598551337601,39.79492,255.72205,-18.64624,-3.13416,0.40552,0.22278,17316976,swing down
1598551337617,40.3595,263.32092,-17.74597,-3.29968,0.43335,0.24866,17316992,swing down
1598551337633,43.82324,285.03418,-11.97815,-3.36157,0.4082,0.26318,17317007,swing down
1598551337643,42.05322,313.70544,-4.39453,-3.44946,0.36072,0.30884,17317022,swing down
1598551337659,38.60474,327.48413,-2.53296,-3.39148,0.35388,0.32935,17317039,swing down
1598551337675,32.88269,341.40015,-3.9978,-3.20508,0.37256,0.35974,17317054,swing down
1598551337690,31.67725,341.43066,-6.42395,-3.06909,0.40662,0.3584,17317070,swing down
1598551337705,32.2876,333.29773,-9.65881,-3.01501,0.40747,0.35474,17317085,swing down
1598551337721,32.48596,320.95337,-7.17163,-2.89233,0.40259,0.33813,17317101,swing down
1598551337736,32.59277,312.2406,-4.62341,-2.81946,0.39636,0.32568,17317116,swing down
1598551337752,33.72192,294.08264,0.62561,-2.6532,0.39124,0.29504,17317131,swing down
1598551337767,35.41565,286.78894,2.89917,-2.56274,0.38123,0.2821,17317147,swing down
1598551337784,39.70337,276.24512,5.27954,-2.37085,0.34631,0.2594,17317162,swing down
1598551337798,41.91589,271.80481,5.58472,-2.26282,0.33435,0.2522,17317178,swing down
1598551337813,46.37146,263.1073,5.34058,-2.11194,0.35706,0.24365,17317193,swing down
1598551337829,50.93384,261.91711,6.3324,-1.98779,0.42615,0.26355,17317209,swing down
1598551337844,69.33594,263.50403,12.20703,-1.93835,0.44568,0.276,17317224,swing down
1598551337861,94.42139,272.20154,21.28601,-1.85645,0.41663,0.30933,17317240,swing down
1598551337876,104.67529,279.67834,25.80261,-1.78076,0.38037,0.32361,17317256,swing down
1598551337892,117.06543,289.90173,25.90942,-1.56042,0.29687,0.3429,17317271,swing down
1598551337907,118.13354,289.41345,20.69092,-1.33362,0.15857,0.32312,17317287,swing down
1598551337922,105.75867,279.81567,2.13623,-1.19775,0.07727,0.30347,17317302,swing down
1598551337938,70.23621,258.81958,-16.75415,-0.92004,-0.04944,0.24524,17317317,swing down
1598551337953,46.98181,241.33301,-23.25439,-0.75562,-0.09558,0.21057,17317333,swing down
1598551337971,-7.59888,189.63623,-28.38135,-0.54053,-0.12146,0.14807,17317349,swing down
1598551337984,-32.48596,161.89575,-27.66418,-0.4502,-0.10889,0.12109,17317364,swing down
1598551338001,-71.62476,106.58264,-22.94922,-0.30261,-0.04211,0.09778,17317379,swing down
1598551338015,-84.57947,76.46179,-20.79773,-0.18799,0.02173,0.08337,17317395,swing down
1598551338030,-99.79248,8.57544,-18.21899,-0.16541,0.04443,0.08582,17317410,swing down
1598551338046,-106.18591,-65.70435,-16.922,-0.1709,0.09814,0.09326,17317426,swing down
1598551338061,-104.599,-106.03333,-17.16614,-0.19202,0.13562,0.10681,17317441,swing down
1598551338078,-92.62085,-192.58118,-23.84949,-0.31873,0.16553,0.14661,17317457,swing down
1598551338092,-86.09009,-235.99243,-31.44836,-0.42908,0.16455,0.17603,17317472,swing down
1598551338108,-78.35388,-320.11414,-52.67334,-0.66943,0.16296,0.27161,17317487,swing up
1598551338124,-76.67542,-366.01257,-63.17139,-0.7843,0.17151,0.34314,17317503,swing up
1598551338138,-74.24927,-476.94397,-79.1626,-1.19299,0.1853,0.54639,17317518,swing up
1598551338155,-77.80457,-500,-88.89771,-1.95667,0.20093,0.79993,17317534,swing up
1598551338170,-83.70972,-499.43542,-87.69226,-2.43188,0.25122,0.91699,17317550,swing up
1598551338186,-89.66064,-500,-69.99207,-3.4386,0.43848,1.03186,17317566,swing up
1598551338201,-85.52551,-499.98474,-56.38123,-3.89209,0.53662,1.0238,17317581,swing up
1598551338216,-65.93323,-500,-27.90833,-3.9989,0.73657,0.87988,17317596,swing up
1598551338232,-52.84119,-500,-12.52747,-4,0.76636,0.59741,17317612,swing up
1598551338247,-20.24841,-465.88135,6.72913,-4,0.66785,0.44763,17317627,swing up
1598551338263,4.21143,-329.0863,8.40759,-3.88647,0.45435,0.22131,17317643,swing up
1598551338278,10.23865,-273.26965,5.59998,-3.55078,0.37634,0.16663,17317658,swing up
1598551338296,7.93457,-199.34082,-3.44849,-3.00684,0.2677,0.12903,17317674,swing up
1598551338309,0.93079,-187.04224,-9.42993,-2.79236,0.23804,0.13379,17317689,swing up
1598551338325,-19.59229,-209.73206,-20.52307,-2.48865,0.21655,0.17871,17317704,swing up
1598551338340,-29.93774,-234.98535,-22.79663,-2.31897,0.21948,0.22131,17317720,swing up
1598551338355,-48.70605,-285.64453,-17.65442,-2.26465,0.21655,0.23706,17317735,swing up
1598551338375,-61.92017,-324.63074,-9.38416,-2.19495,0.24158,0.27063,17317750,swing up
1598551338387,-64.98718,-339.32495,-7.23267,-2.16968,0.25281,0.28259,17317767,swing up
1598551338404,-64.98718,-360.73303,-4.86755,-2.13062,0.2644,0.29968,17317782,swing up
1598551338417,-63.2019,-367.73682,-4.0741,-2.13306,0.26135,0.29944,17317797,swing up
1598551338433,-59.47876,-369.1864,-0.56458,-2.10291,0.2417,0.2666,17317813,swing up
1598551338448,-57.17468,-362.07581,2.39563,-1.98083,0.23059,0.21692,17317828,swing up
1598551338464,-51.26953,-335.54077,8.7738,-1.89563,0.21191,0.18384,17317843,swing up
1598551338480,-44.98291,-301.45264,11.3678,-1.703,0.17627,0.12146,17317859,swing up
1598551338497,-42.099,-284.39331,10.92529,-1.59338,0.15747,0.09827,17317875,swing up
1598551338511,-37.39929,-253.05176,8.30078,-1.36707,0.10205,0.05273,17317890,swing up
1598551338526,-36.77368,-238.86108,5.98145,-1.25293,0.07507,0.03149,17317906,swing up
1598551338558,-38.05542,-212.64648,-0.01526,-1.0365,0.03552,0.00403,17317921,swing up
1598551338566,-39.27612,-201.26343,-2.68555,-0.82751,0.0072,-0.01917,17317936,swing up
1598551338572,-41.87012,-183.74634,-7.56836,-0.72534,-0.00854,-0.02844,17317952,swing up
1598551338587,-45.34912,-170.92896,-13.06152,-0.54138,-0.01965,-0.04333,17317967,swing up
1598551338603,-46.52405,-164.61182,-15.24353,-0.45642,-0.01868,-0.0509,17317983,swing up
1598551338619,-47.22595,-152.63367,-16.90674,-0.31506,-0.02002,-0.06921,17317998,swing up
1598551338634,-47.05811,-147.06421,-17.37976,-0.2644,-0.02234,-0.07373,17318014,swing up
1598551338649,-45.97473,-134.59778,-16.15906,-0.20374,-0.02063,-0.08105,17318029,swing up
1598551338667,-44.95239,-127.09045,-14.61792,-0.16785,-0.03064,-0.09827,17318045,swing up
1598551338681,-43.59436,-108.30688,-11.65771,-0.14233,-0.03381,-0.10352,17318060,swing up
1598551338696,-41.59546,-87.92114,-7.61414,-0.0603,-0.01233,-0.11108,17318076,swing up
1598551338711,-39.0625,-79.04053,-4.92859,-0.0188,-0.00378,-0.11609,17318091,swing up
1598551338727,-31.32629,-64.33105,0.03052,0.05042,-0.00073,-0.12085,17318107,swing up
1598551338742,-27.03857,-58.10547,1.7395,0.07239,-0.00549,-0.12561,17318122,swing up
1598551338763,-18.82935,-45.89844,5.05066,0.11865,-0.01038,-0.13171,17318137,swing up
1598551338774,-14.80103,-39.90173,6.69861,0.16858,-0.02588,-0.14099,17318153,swing up
1598551338790,-6.88171,-28.62549,9.09424,0.19226,-0.03296,-0.1394,17318169,swing up
1598551338804,1.32751,-16.99829,11.19995,0.20874,-0.03577,-0.14502,17318184,swing down
1598551338821,5.66101,-10.849,11.85608,0.2179,-0.04443,-0.14441,17318200,swing down
1598551338835,13.71765,1.297,12.34436,0.22961,-0.06482,-0.14172,17318215,swing down
1598551338851,16.90674,6.95801,12.02393,0.2312,-0.07288,-0.14026,17318230,swing down
1598551338866,22.33887,17.37976,10.40649,0.22632,-0.09131,-0.13281,17318246,swing down
1598551338882,24.2157,22.1405,9.38416,0.19202,-0.10461,-0.12354,17318261,swing down
1598551338898,26.9928,31.87561,6.98853,0.17542,-0.11255,-0.12109,17318277,swing down
1598551338913,28.28979,41.42761,2.94495,0.14087,-0.11365,-0.11536,17318292,swing down
1598551338928,28.74756,46.4325,1.2207,0.11548,-0.10571,-0.10925,17318308,swing down
1598551338943,30.10559,56.6864,-2.22778,0.05615,-0.0907,-0.09875,17318323,swing down
1598551338959,31.05164,61.63025,-3.9978,0.02356,-0.08374,-0.09436,17318338,swing down
1598551338974,33.08105,71.45691,-6.86646,-0.05664,-0.07654,-0.08435,17318354,swing down
1598551338990,34.25598,76.3855,-8.43811,-0.14075,-0.06836,-0.07227,17318370,swing down
1598551339006,35.99548,86.76147,-11.93237,-0.19336,-0.06592,-0.06885,17318386,swing down
1598551339021,37.09412,100.25024,-15.96069,-0.31409,-0.06104,-0.06055,17318401,swing down
1598551339037,37.26196,108.73413,-17.57813,-0.36914,-0.05298,-0.05298,17318417,swing down
1598551339052,37.73499,128.15857,-20.05005,-0.48828,-0.03455,-0.03394,17318432,swing down
1598551339068,38.1012,138.91602,-20.95032,-0.55688,-0.01892,-0.02722,17318447,swing down
1598551339084,39.52026,162.79602,-20.99609,-0.73193,0.01843,0.00049,17318463,swing down
1598551339099,40.29846,175.85754,-20.01953,-0.96948,0.05945,0.0376,17318479,swing down
1598551339115,42.19055,206.14624,-14.99939,-1.09436,0.07751,0.05847,17318494,swing down
1598551339129,44.40308,242.01965,-5.24902,-1.32983,0.12305,0.10095,17318509,swing down
1598551339144,45.85266,261.3678,2.92969,-1.48425,0.15222,0.1228,17318524,swing down
1598551339159,50.93384,306.71692,22.43042,-1.62146,0.18738,0.18738,17318539,swing down
1598551339175,55.31311,329.11682,30.25818,-1.61499,0.18567,0.21704,17318554,swing down
1598551339192,65.5365,362.73193,36.36169,-1.62671,0.17273,0.27197,17318570,swing down
1598551339205,70.35828,372.29919,34.8053,-1.67151,0.17725,0.29651,17318585,swing down
1598551339223,76.72119,374.2218,26.84021,-1.82629,0.19995,0.31128,17318600,swing down
1598551339236,78.67432,366.76025,19.57703,-2.04187,0.21753,0.29163,17318616,swing down
1598551339251,79.62036,340.17944,-0.07629,-2.15771,0.22559,0.27075,17318631,swing down
1598551339266,77.46887,325.10376,-9.70459,-2.39331,0.24805,0.2229,17318646,swing down
1598551339282,68.06946,302.58179,-23.11707,-2.49756,0.276,0.20544,17318662,swing down
1598551339299,59.40247,292.86194,-29.20532,-2.59436,0.34119,0.18982,17318678,swing down
1598551339314,57.9834,290.81726,-30.10559,-2.62756,0.37537,0.18884,17318694,swing down
1598551339329,61.21826,287.53662,-30.44128,-2.77026,0.42419,0.18848,17318709,swing down
1598551339345,64.11743,287.07886,-30.7312,-2.98413,0.45422,0.19702,17318725,swing down
1598551339361,68.34412,290.25269,-30.74646,-3.08582,0.4563,0.20288,17318740,swing down
1598551339376,67.67273,293.8385,-28.57971,-3.24866,0.45642,0.21826,17318756,swing down
1598551339391,65.979,294.78455,-25.52795,-3.28259,0.4502,0.22314,17318771,swing down
1598551339407,58.25806,295.48645,-17.85278,-3.32373,0.43359,0.21765,17318787,swing down
1598551339423,53.07007,296.84448,-14.29749,-3.33191,0.43005,0.21814,17318802,swing down
1598551339440,42.06848,304.9469,-10.23865,-3.30505,0.44336,0.22681,17318818,swing down
1598551339453,37.85706,310.7605,-10.11658,-3.17383,0.44922,0.24316,17318833,swing down
1598551339468,32.01294,322.15881,-13.01575,-3.08923,0.44812,0.25708,17318848,swing down
1598551339486,27.16064,325.6073,-17.97485,-2.89771,0.45618,0.26562,17318864,swing down
1598551339502,25.16174,323.94409,-18.93616,-2.81335,0.46558,0.2655,17318879,swing down
1598551339515,23.22388,317.276,-14.48059,-2.65698,0.49304,0.26306,17318895,swing down
1598551339531,23.6969,313.18665,-9.87244,-2.56458,0.50684,0.26416,17318911,swing down
1598551339549,28.90015,302.70386,-1.19019,-2.36633,0.50647,0.25366,17318926,swing down
1598551339566,32.71484,297.69897,1.89209,-2.21252,0.46777,0.25073,17318941,swing down
1598551339577,39.56604,293.77747,7.56836,-2.15991,0.43689,0.25537,17318957,swing down
1598551339593,42.11426,300.58289,13.53455,-1.98853,0.36255,0.26819,17318972,swing down
1598551339608,41.62598,304.22974,16.15906,-1.91064,0.31628,0.27576,17318988,swing down
1598551339623,35.03418,313.36975,18.34106,-1.77588,0.24744,0.30151,17319003,swing down
1598551339640,30.68542,317.12341,18.87512,-1.67944,0.23584,0.31384,17319019,swing down
1598551339654,23.9563,313.797,19.77539,-1.39221,0.2041,0.3136,17319034,swing down
1598551339670,21.39282,304.62646,18.89038,-1.08899,0.16919,0.28162,17319049,swing down
1598551339685,17.56287,275.86365,14.60266,-0.94421,0.15234,0.25671,17319065,swing down
1598551339701,14.48059,237.19788,11.58142,-0.67017,0.11987,0.20325,17319080,swing down
1598551339721,13.06152,213.82141,10.28442,-0.53394,0.09949,0.17334,17319096,swing down
