Time	Gx	Gy	Gz	Ax	Ay	Az
8301	-0.08	-0.09	-0.37	0.11	0.01	0.96
8320	-0.18	-0.21	-0.32	0.11	0.01	0.97
8339	-0.29	-0.31	-0.34	0.11	0.01	0.96
8358	-0.21	-0.26	-0.37	0.11	0.01	0.97
8378	0.02	-0.35	-0.41	0.11	0.01	0.97
8396	-0.11	-0.37	-0.43	0.11	0.01	0.96
8415	-0.03	-0.23	-0.32	0.11	0.01	0.97
8434	-0.02	-0.23	-0.37	0.11	0.01	0.97
8453	-0.21	-0.17	-0.38	0.11	0.01	0.96
8473	-0.17	-0.24	-0.34	0.11	0.01	0.97
8491	-0.09	-0.18	-0.38	0.11	0.01	0.97
8510	0.00	-0.21	-0.37	0.11	0.01	0.96
8529	-0.05	-0.32	-0.37	0.11	0.01	0.97
8548	-0.18	-0.27	-0.46	0.11	0.01	0.96
8567	-0.12	-0.27	-0.32	0.11	0.01	0.95
8586	-0.47	-0.31	-0.34	0.12	0.01	1.00
8605	-0.32	-0.24	-0.29	0.11	0.01	0.95
8624	-0.27	-0.29	-0.37	0.11	0.00	0.97
8643	-0.14	-0.17	-0.26	0.11	0.01	0.96
8662	-0.18	-0.23	-0.37	0.11	0.01	0.97
8681	-0.23	-0.15	-0.35	0.11	0.01	0.98
8701	-0.31	-0.20	-0.29	0.11	0.01	0.95
8720	-0.40	-0.29	-0.32	0.11	0.01	0.97
8738	-0.24	-0.23	-0.29	0.11	0.01	0.96
8757	-0.20	-0.27	-0.29	0.11	0.01	0.96
8776	-0.17	-0.37	-0.37	0.11	0.01	0.96
8795	-0.05	-0.26	-0.32	0.11	0.01	0.97
